Hamming_Distance,Similarity_Strength,Train_Class,Train_Filename,Train_Path,Test_Class,Test_Filename,Test_Path
0,Very Strong,Malignant,938.jpg,D:/university/summer 26/Data Mining/research project/archive\train\Malignant\938.jpg,Malignant,5769.jpg,D:/university/summer 26/Data Mining/research project/archive\test\Malignant\5769.jpg
0,Very Strong,Malignant,940.jpg,D:/university/summer 26/Data Mining/research project/archive\train\Malignant\940.jpg,Malignant,5771.jpg,D:/university/summer 26/Data Mining/research project/archive\test\Malignant\5771.jpg
0,Very Strong,Malignant,941.jpg,D:/university/summer 26/Data Mining/research project/archive\train\Malignant\941.jpg,Malignant,5773.jpg,D:/university/summer 26/Data Mining/research project/archive\test\Malignant\5773.jpg
0,Very Strong,Malignant,942.jpg,D:/university/summer 26/Data Mining/research project/archive\train\Malignant\942.jpg,Malignant,5774.jpg,D:/university/summer 26/Data Mining/research project/archive\test\Malignant\5774.jpg
0,Very Strong,Malignant,943.jpg,D:/university/summer 26/Data Mining/research project/archive\train\Malignant\943.jpg,Malignant,5775.jpg,D:/university/summer 26/Data Mining/research project/archive\test\Malignant\5775.jpg
0,Very Strong,Malignant,945.jpg,D:/university/summer 26/Data Mining/research project/archive\train\Malignant\945.jpg,Malignant,5779.jpg,D:/university/summer 26/Data Mining/research project/archive\test\Malignant\5779.jpg
0,Very Strong,Malignant,950.jpg,D:/university/summer 26/Data Mining/research project/archive\train\Malignant\950.jpg,Malignant,5783.jpg,D:/university/summer 26/Data Mining/research project/archive\test\Malignant\5783.jpg
0,Very Strong,Malignant,951.jpg,D:/university/summer 26/Data Mining/research project/archive\train\Malignant\951.jpg,Malignant,5784.jpg,D:/university/summer 26/Data Mining/research project/archive\test\Malignant\5784.jpg
0,Very Strong,Malignant,952.jpg,D:/university/summer 26/Data Mining/research project/archive\train\Malignant\952.jpg,Malignant,5786.jpg,D:/university/summer 26/Data Mining/research project/archive\test\Malignant\5786.jpg
0,Very Strong,Malignant,954.jpg,D:/university/summer 26/Data Mining/research project/archive\train\Malignant\954.jpg,Malignant,5789.jpg,D:/university/summer 26/Data Mining/research project/archive\test\Malignant\5789.jpg
0,Very Strong,Malignant,879.jpg,D:/university/summer 26/Data Mining/research project/archive\train\Malignant\879.jpg,Malignant,5790.jpg,D:/university/summer 26/Data Mining/research project/archive\test\Malignant\5790.jpg
0,Very Strong,Malignant,955.jpg,D:/university/summer 26/Data Mining/research project/archive\train\Malignant\955.jpg,Malignant,5790.jpg,D:/university/summer 26/Data Mining/research project/archive\test\Malignant\5790.jpg
0,Very Strong,Malignant,956.jpg,D:/university/summer 26/Data Mining/research project/archive\train\Malignant\956.jpg,Malignant,5791.jpg,D:/university/summer 26/Data Mining/research project/archive\test\Malignant\5791.jpg
0,Very Strong,Malignant,959.jpg,D:/university/summer 26/Data Mining/research project/archive\train\Malignant\959.jpg,Malignant,5793.jpg,D:/university/summer 26/Data Mining/research project/archive\test\Malignant\5793.jpg
0,Very Strong,Malignant,960.jpg,D:/university/summer 26/Data Mining/research project/archive\train\Malignant\960.jpg,Malignant,5794.jpg,D:/university/summer 26/Data Mining/research project/archive\test\Malignant\5794.jpg
0,Very Strong,Malignant,961.jpg,D:/university/summer 26/Data Mining/research project/archive\train\Malignant\961.jpg,Malignant,5796.jpg,D:/university/summer 26/Data Mining/research project/archive\test\Malignant\5796.jpg
0,Very Strong,Malignant,962.jpg,D:/university/summer 26/Data Mining/research project/archive\train\Malignant\962.jpg,Malignant,5798.jpg,D:/university/summer 26/Data Mining/research project/archive\test\Malignant\5798.jpg
0,Very Strong,Malignant,963.jpg,D:/university/summer 26/Data Mining/research project/archive\train\Malignant\963.jpg,Malignant,5800.jpg,D:/university/summer 26/Data Mining/research project/archive\test\Malignant\5800.jpg
0,Very Strong,Malignant,965.jpg,D:/university/summer 26/Data Mining/research project/archive\train\Malignant\965.jpg,Malignant,5802.jpg,D:/university/summer 26/Data Mining/research project/archive\test\Malignant\5802.jpg
0,Very Strong,Malignant,966.jpg,D:/university/summer 26/Data Mining/research project/archive\train\Malignant\966.jpg,Malignant,5803.jpg,D:/university/summer 26/Data Mining/research project/archive\test\Malignant\5803.jpg
0,Very Strong,Malignant,967.jpg,D:/university/summer 26/Data Mining/research project/archive\train\Malignant\967.jpg,Malignant,5804.jpg,D:/university/summer 26/Data Mining/research project/archive\test\Malignant\5804.jpg
0,Very Strong,Malignant,968.jpg,D:/university/summer 26/Data Mining/research project/archive\train\Malignant\968.jpg,Malignant,5805.jpg,D:/university/summer 26/Data Mining/research project/archive\test\Malignant\5805.jpg
0,Very Strong,Malignant,974.jpg,D:/university/summer 26/Data Mining/research project/archive\train\Malignant\974.jpg,Malignant,5813.jpg,D:/university/summer 26/Data Mining/research project/archive\test\Malignant\5813.jpg
0,Very Strong,Malignant,975.jpg,D:/university/summer 26/Data Mining/research project/archive\train\Malignant\975.jpg,Malignant,5814.jpg,D:/university/summer 26/Data Mining/research project/archive\test\Malignant\5814.jpg
0,Very Strong,Malignant,976.jpg,D:/university/summer 26/Data Mining/research project/archive\train\Malignant\976.jpg,Malignant,5815.jpg,D:/university/summer 26/Data Mining/research project/archive\test\Malignant\5815.jpg
0,Very Strong,Malignant,977.jpg,D:/university/summer 26/Data Mining/research project/archive\train\Malignant\977.jpg,Malignant,5816.jpg,D:/university/summer 26/Data Mining/research project/archive\test\Malignant\5816.jpg
0,Very Strong,Malignant,979.jpg,D:/university/summer 26/Data Mining/research project/archive\train\Malignant\979.jpg,Malignant,5818.jpg,D:/university/summer 26/Data Mining/research project/archive\test\Malignant\5818.jpg
0,Very Strong,Malignant,981.jpg,D:/university/summer 26/Data Mining/research project/archive\train\Malignant\981.jpg,Malignant,5819.jpg,D:/university/summer 26/Data Mining/research project/archive\test\Malignant\5819.jpg
0,Very Strong,Malignant,983.jpg,D:/university/summer 26/Data Mining/research project/archive\train\Malignant\983.jpg,Malignant,5824.jpg,D:/university/summer 26/Data Mining/research project/archive\test\Malignant\5824.jpg
0,Very Strong,Malignant,984.jpg,D:/university/summer 26/Data Mining/research project/archive\train\Malignant\984.jpg,Malignant,5825.jpg,D:/university/summer 26/Data Mining/research project/archive\test\Malignant\5825.jpg
0,Very Strong,Malignant,985.jpg,D:/university/summer 26/Data Mining/research project/archive\train\Malignant\985.jpg,Malignant,5826.jpg,D:/university/summer 26/Data Mining/research project/archive\test\Malignant\5826.jpg
0,Very Strong,Malignant,987.jpg,D:/university/summer 26/Data Mining/research project/archive\train\Malignant\987.jpg,Malignant,5828.jpg,D:/university/summer 26/Data Mining/research project/archive\test\Malignant\5828.jpg
0,Very Strong,Malignant,988.jpg,D:/university/summer 26/Data Mining/research project/archive\train\Malignant\988.jpg,Malignant,5829.jpg,D:/university/summer 26/Data Mining/research project/archive\test\Malignant\5829.jpg
0,Very Strong,Malignant,990.jpg,D:/university/summer 26/Data Mining/research project/archive\train\Malignant\990.jpg,Malignant,5831.jpg,D:/university/summer 26/Data Mining/research project/archive\test\Malignant\5831.jpg
0,Very Strong,Malignant,993.jpg,D:/university/summer 26/Data Mining/research project/archive\train\Malignant\993.jpg,Malignant,5835.jpg,D:/university/summer 26/Data Mining/research project/archive\test\Malignant\5835.jpg
0,Very Strong,Malignant,994.jpg,D:/university/summer 26/Data Mining/research project/archive\train\Malignant\994.jpg,Malignant,5838.jpg,D:/university/summer 26/Data Mining/research project/archive\test\Malignant\5838.jpg
0,Very Strong,Malignant,38.jpg,D:/university/summer 26/Data Mining/research project/archive\train\Malignant\38.jpg,Malignant,5843.jpg,D:/university/summer 26/Data Mining/research project/archive\test\Malignant\5843.jpg
0,Very Strong,Malignant,1000.jpg,D:/university/summer 26/Data Mining/research project/archive\train\Malignant\1000.jpg,Malignant,5845.jpg,D:/university/summer 26/Data Mining/research project/archive\test\Malignant\5845.jpg
0,Very Strong,Malignant,1001.jpg,D:/university/summer 26/Data Mining/research project/archive\train\Malignant\1001.jpg,Malignant,5847.jpg,D:/university/summer 26/Data Mining/research project/archive\test\Malignant\5847.jpg
0,Very Strong,Malignant,1003.jpg,D:/university/summer 26/Data Mining/research project/archive\train\Malignant\1003.jpg,Malignant,5848.jpg,D:/university/summer 26/Data Mining/research project/archive\test\Malignant\5848.jpg
0,Very Strong,Malignant,1005.jpg,D:/university/summer 26/Data Mining/research project/archive\train\Malignant\1005.jpg,Malignant,5851.jpg,D:/university/summer 26/Data Mining/research project/archive\test\Malignant\5851.jpg
0,Very Strong,Malignant,1006.jpg,D:/university/summer 26/Data Mining/research project/archive\train\Malignant\1006.jpg,Malignant,5852.jpg,D:/university/summer 26/Data Mining/research project/archive\test\Malignant\5852.jpg
0,Very Strong,Malignant,1007.jpg,D:/university/summer 26/Data Mining/research project/archive\train\Malignant\1007.jpg,Malignant,5853.jpg,D:/university/summer 26/Data Mining/research project/archive\test\Malignant\5853.jpg
0,Very Strong,Malignant,1009.jpg,D:/university/summer 26/Data Mining/research project/archive\train\Malignant\1009.jpg,Malignant,5856.jpg,D:/university/summer 26/Data Mining/research project/archive\test\Malignant\5856.jpg
0,Very Strong,Malignant,1011.jpg,D:/university/summer 26/Data Mining/research project/archive\train\Malignant\1011.jpg,Malignant,5859.jpg,D:/university/summer 26/Data Mining/research project/archive\test\Malignant\5859.jpg
0,Very Strong,Malignant,1016.jpg,D:/university/summer 26/Data Mining/research project/archive\train\Malignant\1016.jpg,Malignant,5864.jpg,D:/university/summer 26/Data Mining/research project/archive\test\Malignant\5864.jpg
0,Very Strong,Malignant,1017.jpg,D:/university/summer 26/Data Mining/research project/archive\train\Malignant\1017.jpg,Malignant,5866.jpg,D:/university/summer 26/Data Mining/research project/archive\test\Malignant\5866.jpg
0,Very Strong,Malignant,1019.jpg,D:/university/summer 26/Data Mining/research project/archive\train\Malignant\1019.jpg,Malignant,5868.jpg,D:/university/summer 26/Data Mining/research project/archive\test\Malignant\5868.jpg
0,Very Strong,Malignant,1021.jpg,D:/university/summer 26/Data Mining/research project/archive\train\Malignant\1021.jpg,Malignant,5871.jpg,D:/university/summer 26/Data Mining/research project/archive\test\Malignant\5871.jpg
0,Very Strong,Malignant,1022.jpg,D:/university/summer 26/Data Mining/research project/archive\train\Malignant\1022.jpg,Malignant,5872.jpg,D:/university/summer 26/Data Mining/research project/archive\test\Malignant\5872.jpg
0,Very Strong,Malignant,1023.jpg,D:/university/summer 26/Data Mining/research project/archive\train\Malignant\1023.jpg,Malignant,5873.jpg,D:/university/summer 26/Data Mining/research project/archive\test\Malignant\5873.jpg
0,Very Strong,Malignant,1025.jpg,D:/university/summer 26/Data Mining/research project/archive\train\Malignant\1025.jpg,Malignant,5874.jpg,D:/university/summer 26/Data Mining/research project/archive\test\Malignant\5874.jpg
0,Very Strong,Malignant,1031.jpg,D:/university/summer 26/Data Mining/research project/archive\train\Malignant\1031.jpg,Malignant,5884.jpg,D:/university/summer 26/Data Mining/research project/archive\test\Malignant\5884.jpg
0,Very Strong,Malignant,1032.jpg,D:/university/summer 26/Data Mining/research project/archive\train\Malignant\1032.jpg,Malignant,5885.jpg,D:/university/summer 26/Data Mining/research project/archive\test\Malignant\5885.jpg
0,Very Strong,Malignant,1033.jpg,D:/university/summer 26/Data Mining/research project/archive\train\Malignant\1033.jpg,Malignant,5886.jpg,D:/university/summer 26/Data Mining/research project/archive\test\Malignant\5886.jpg
0,Very Strong,Malignant,1034.jpg,D:/university/summer 26/Data Mining/research project/archive\train\Malignant\1034.jpg,Malignant,5889.jpg,D:/university/summer 26/Data Mining/research project/archive\test\Malignant\5889.jpg
0,Very Strong,Malignant,1036.jpg,D:/university/summer 26/Data Mining/research project/archive\train\Malignant\1036.jpg,Malignant,5890.jpg,D:/university/summer 26/Data Mining/research project/archive\test\Malignant\5890.jpg
0,Very Strong,Malignant,1037.jpg,D:/university/summer 26/Data Mining/research project/archive\train\Malignant\1037.jpg,Malignant,5891.jpg,D:/university/summer 26/Data Mining/research project/archive\test\Malignant\5891.jpg
0,Very Strong,Malignant,1039.jpg,D:/university/summer 26/Data Mining/research project/archive\train\Malignant\1039.jpg,Malignant,5894.jpg,D:/university/summer 26/Data Mining/research project/archive\test\Malignant\5894.jpg
0,Very Strong,Malignant,1040.jpg,D:/university/summer 26/Data Mining/research project/archive\train\Malignant\1040.jpg,Malignant,5895.jpg,D:/university/summer 26/Data Mining/research project/archive\test\Malignant\5895.jpg
0,Very Strong,Malignant,1041.jpg,D:/university/summer 26/Data Mining/research project/archive\train\Malignant\1041.jpg,Malignant,5897.jpg,D:/university/summer 26/Data Mining/research project/archive\test\Malignant\5897.jpg
0,Very Strong,Malignant,1045.jpg,D:/university/summer 26/Data Mining/research project/archive\train\Malignant\1045.jpg,Malignant,5902.jpg,D:/university/summer 26/Data Mining/research project/archive\test\Malignant\5902.jpg
0,Very Strong,Malignant,1048.jpg,D:/university/summer 26/Data Mining/research project/archive\train\Malignant\1048.jpg,Malignant,5904.jpg,D:/university/summer 26/Data Mining/research project/archive\test\Malignant\5904.jpg
0,Very Strong,Malignant,1049.jpg,D:/university/summer 26/Data Mining/research project/archive\train\Malignant\1049.jpg,Malignant,5906.jpg,D:/university/summer 26/Data Mining/research project/archive\test\Malignant\5906.jpg
0,Very Strong,Malignant,1052.jpg,D:/university/summer 26/Data Mining/research project/archive\train\Malignant\1052.jpg,Malignant,5911.jpg,D:/university/summer 26/Data Mining/research project/archive\test\Malignant\5911.jpg
0,Very Strong,Malignant,1053.jpg,D:/university/summer 26/Data Mining/research project/archive\train\Malignant\1053.jpg,Malignant,5912.jpg,D:/university/summer 26/Data Mining/research project/archive\test\Malignant\5912.jpg
0,Very Strong,Malignant,1054.jpg,D:/university/summer 26/Data Mining/research project/archive\train\Malignant\1054.jpg,Malignant,5913.jpg,D:/university/summer 26/Data Mining/research project/archive\test\Malignant\5913.jpg
0,Very Strong,Malignant,1055.jpg,D:/university/summer 26/Data Mining/research project/archive\train\Malignant\1055.jpg,Malignant,5914.jpg,D:/university/summer 26/Data Mining/research project/archive\test\Malignant\5914.jpg
0,Very Strong,Malignant,1056.jpg,D:/university/summer 26/Data Mining/research project/archive\train\Malignant\1056.jpg,Malignant,5915.jpg,D:/university/summer 26/Data Mining/research project/archive\test\Malignant\5915.jpg
0,Very Strong,Malignant,1059.jpg,D:/university/summer 26/Data Mining/research project/archive\train\Malignant\1059.jpg,Malignant,5916.jpg,D:/university/summer 26/Data Mining/research project/archive\test\Malignant\5916.jpg
0,Very Strong,Malignant,3798.jpg,D:/university/summer 26/Data Mining/research project/archive\train\Malignant\3798.jpg,Malignant,5941.jpg,D:/university/summer 26/Data Mining/research project/archive\test\Malignant\5941.jpg
0,Very Strong,Malignant,1060.jpg,D:/university/summer 26/Data Mining/research project/archive\train\Malignant\1060.jpg,Malignant,5944.jpg,D:/university/summer 26/Data Mining/research project/archive\test\Malignant\5944.jpg
0,Very Strong,Malignant,1061.jpg,D:/university/summer 26/Data Mining/research project/archive\train\Malignant\1061.jpg,Malignant,5947.jpg,D:/university/summer 26/Data Mining/research project/archive\test\Malignant\5947.jpg
0,Very Strong,Malignant,1063.jpg,D:/university/summer 26/Data Mining/research project/archive\train\Malignant\1063.jpg,Malignant,5949.jpg,D:/university/summer 26/Data Mining/research project/archive\test\Malignant\5949.jpg
0,Very Strong,Malignant,1064.jpg,D:/university/summer 26/Data Mining/research project/archive\train\Malignant\1064.jpg,Malignant,5950.jpg,D:/university/summer 26/Data Mining/research project/archive\test\Malignant\5950.jpg
0,Very Strong,Malignant,1066.jpg,D:/university/summer 26/Data Mining/research project/archive\train\Malignant\1066.jpg,Malignant,5952.jpg,D:/university/summer 26/Data Mining/research project/archive\test\Malignant\5952.jpg
0,Very Strong,Malignant,1067.jpg,D:/university/summer 26/Data Mining/research project/archive\train\Malignant\1067.jpg,Malignant,5953.jpg,D:/university/summer 26/Data Mining/research project/archive\test\Malignant\5953.jpg
0,Very Strong,Malignant,5568.jpg,D:/university/summer 26/Data Mining/research project/archive\train\Malignant\5568.jpg,Malignant,5955.jpg,D:/university/summer 26/Data Mining/research project/archive\test\Malignant\5955.jpg
0,Very Strong,Malignant,1070.jpg,D:/university/summer 26/Data Mining/research project/archive\train\Malignant\1070.jpg,Malignant,5956.jpg,D:/university/summer 26/Data Mining/research project/archive\test\Malignant\5956.jpg
0,Very Strong,Malignant,1071.jpg,D:/university/summer 26/Data Mining/research project/archive\train\Malignant\1071.jpg,Malignant,5958.jpg,D:/university/summer 26/Data Mining/research project/archive\test\Malignant\5958.jpg
0,Very Strong,Malignant,1073.jpg,D:/university/summer 26/Data Mining/research project/archive\train\Malignant\1073.jpg,Malignant,5961.jpg,D:/university/summer 26/Data Mining/research project/archive\test\Malignant\5961.jpg
0,Very Strong,Malignant,1075.jpg,D:/university/summer 26/Data Mining/research project/archive\train\Malignant\1075.jpg,Malignant,5963.jpg,D:/university/summer 26/Data Mining/research project/archive\test\Malignant\5963.jpg
0,Very Strong,Malignant,4946.jpg,D:/university/summer 26/Data Mining/research project/archive\train\Malignant\4946.jpg,Malignant,5963.jpg,D:/university/summer 26/Data Mining/research project/archive\test\Malignant\5963.jpg
0,Very Strong,Malignant,1076.jpg,D:/university/summer 26/Data Mining/research project/archive\train\Malignant\1076.jpg,Malignant,5964.jpg,D:/university/summer 26/Data Mining/research project/archive\test\Malignant\5964.jpg
0,Very Strong,Malignant,1077.jpg,D:/university/summer 26/Data Mining/research project/archive\train\Malignant\1077.jpg,Malignant,5966.jpg,D:/university/summer 26/Data Mining/research project/archive\test\Malignant\5966.jpg
