Class,Filename,Variable,Value,Q1,Q3,IQR,Lower_Bound,Upper_Bound
Benign,1894.jpg,Red_Mean,125.121254,187.78491,228.75868,40.97377,126.324255,290.219335
Benign,1955.jpg,Red_Mean,124.75953,187.78491,228.75868,40.97377,126.324255,290.219335
Benign,1975.jpg,Red_Mean,120.12215,187.78491,228.75868,40.97377,126.324255,290.219335
Benign,2089.jpg,Red_Mean,86.46243,187.78491,228.75868,40.97377,126.324255,290.219335
Benign,2125.jpg,Red_Mean,117.83632,187.78491,228.75868,40.97377,126.324255,290.219335
Benign,2201.jpg,Red_Mean,123.902405,187.78491,228.75868,40.97377,126.324255,290.219335
Benign,2279.jpg,Red_Mean,103.322945,187.78491,228.75868,40.97377,126.324255,290.219335
Benign,2418.jpg,Red_Mean,110.6583,187.78491,228.75868,40.97377,126.324255,290.219335
Benign,2541.jpg,Red_Mean,120.47315,187.78491,228.75868,40.97377,126.324255,290.219335
Benign,2588.jpg,Red_Mean,116.124146,187.78491,228.75868,40.97377,126.324255,290.219335
Benign,2620.jpg,Red_Mean,113.62532,187.78491,228.75868,40.97377,126.324255,290.219335
Benign,2959.jpg,Red_Mean,119.27858,187.78491,228.75868,40.97377,126.324255,290.219335
Benign,3032.jpg,Red_Mean,103.560684,187.78491,228.75868,40.97377,126.324255,290.219335
Benign,3269.jpg,Red_Mean,125.4276,187.78491,228.75868,40.97377,126.324255,290.219335
Benign,3514.jpg,Red_Mean,113.095505,187.78491,228.75868,40.97377,126.324255,290.219335
Benign,3528.jpg,Red_Mean,120.47393,187.78491,228.75868,40.97377,126.324255,290.219335
Benign,3536.jpg,Red_Mean,122.3848,187.78491,228.75868,40.97377,126.324255,290.219335
Benign,3573.jpg,Red_Mean,67.57003,187.78491,228.75868,40.97377,126.324255,290.219335
Benign,3662.jpg,Red_Mean,112.41311,187.78491,228.75868,40.97377,126.324255,290.219335
Benign,3733.jpg,Red_Mean,97.24261,187.78491,228.75868,40.97377,126.324255,290.219335
Benign,3743.jpg,Red_Mean,123.22305,187.78491,228.75868,40.97377,126.324255,290.219335
Benign,3746.jpg,Red_Mean,93.93188,187.78491,228.75868,40.97377,126.324255,290.219335
Benign,3814.jpg,Red_Mean,94.58694,187.78491,228.75868,40.97377,126.324255,290.219335
Benign,3862.jpg,Red_Mean,97.84321,187.78491,228.75868,40.97377,126.324255,290.219335
Benign,3883.jpg,Red_Mean,113.51226,187.78491,228.75868,40.97377,126.324255,290.219335
Benign,3996.jpg,Red_Mean,91.22649,187.78491,228.75868,40.97377,126.324255,290.219335
Benign,4144.jpg,Red_Mean,112.181,187.78491,228.75868,40.97377,126.324255,290.219335
Benign,4297.jpg,Red_Mean,117.15912,187.78491,228.75868,40.97377,126.324255,290.219335
Benign,4307.jpg,Red_Mean,121.54958,187.78491,228.75868,40.97377,126.324255,290.219335
Benign,4362.jpg,Red_Mean,93.29885,187.78491,228.75868,40.97377,126.324255,290.219335
Benign,4367.jpg,Red_Mean,104.98571,187.78491,228.75868,40.97377,126.324255,290.219335
Benign,4473.jpg,Red_Mean,120.61866,187.78491,228.75868,40.97377,126.324255,290.219335
Benign,4578.jpg,Red_Mean,107.379265,187.78491,228.75868,40.97377,126.324255,290.219335
Benign,4615.jpg,Red_Mean,110.92572,187.78491,228.75868,40.97377,126.324255,290.219335
Benign,4627.jpg,Red_Mean,38.28133,187.78491,228.75868,40.97377,126.324255,290.219335
Benign,4765.jpg,Red_Mean,119.12187,187.78491,228.75868,40.97377,126.324255,290.219335
Benign,4857.jpg,Red_Mean,89.28119,187.78491,228.75868,40.97377,126.324255,290.219335
Benign,4875.jpg,Red_Mean,123.776245,187.78491,228.75868,40.97377,126.324255,290.219335
Benign,4921.jpg,Red_Mean,116.93166,187.78491,228.75868,40.97377,126.324255,290.219335
Benign,4954.jpg,Red_Mean,107.3941,187.78491,228.75868,40.97377,126.324255,290.219335
Benign,4980.jpg,Red_Mean,123.03661,187.78491,228.75868,40.97377,126.324255,290.219335
Benign,4981.jpg,Red_Mean,108.804665,187.78491,228.75868,40.97377,126.324255,290.219335
Benign,5109.jpg,Red_Mean,121.5236,187.78491,228.75868,40.97377,126.324255,290.219335
Benign,5160.jpg,Red_Mean,87.75759,187.78491,228.75868,40.97377,126.324255,290.219335
Benign,5211.jpg,Red_Mean,73.1195,187.78491,228.75868,40.97377,126.324255,290.219335
Benign,5216.jpg,Red_Mean,117.95954,187.78491,228.75868,40.97377,126.324255,290.219335
Benign,5468.jpg,Red_Mean,122.97864,187.78491,228.75868,40.97377,126.324255,290.219335
Benign,5478.jpg,Red_Mean,81.574776,187.78491,228.75868,40.97377,126.324255,290.219335
Benign,5662.jpg,Red_Mean,110.47403,187.78491,228.75868,40.97377,126.324255,290.219335
Benign,5688.jpg,Red_Mean,96.228,187.78491,228.75868,40.97377,126.324255,290.219335
Benign,5974.jpg,Red_Mean,107.44362,187.78491,228.75868,40.97377,126.324255,290.219335
Benign,6009.jpg,Red_Mean,101.95745,187.78491,228.75868,40.97377,126.324255,290.219335
Benign,6075.jpg,Red_Mean,118.753525,187.78491,228.75868,40.97377,126.324255,290.219335
Benign,6101.jpg,Red_Mean,113.76606,187.78491,228.75868,40.97377,126.324255,290.219335
Benign,6135.jpg,Red_Mean,121.58026,187.78491,228.75868,40.97377,126.324255,290.219335
Benign,6151.jpg,Red_Mean,122.8976,187.78491,228.75868,40.97377,126.324255,290.219335
Benign,6248.jpg,Red_Mean,114.7455,187.78491,228.75868,40.97377,126.324255,290.219335
Benign,661.jpg,Red_Mean,122.515884,187.78491,228.75868,40.97377,126.324255,290.219335
Benign,3032.jpg,Green_Mean,29.960081,126.55244,181.27678,54.72434,44.46593,263.36329
Benign,3514.jpg,Green_Mean,36.87807,126.55244,181.27678,54.72434,44.46593,263.36329
Benign,3733.jpg,Green_Mean,43.581852,126.55244,181.27678,54.72434,44.46593,263.36329
Benign,3862.jpg,Green_Mean,37.6541,126.55244,181.27678,54.72434,44.46593,263.36329
Benign,4367.jpg,Green_Mean,33.82368,126.55244,181.27678,54.72434,44.46593,263.36329
Benign,4615.jpg,Green_Mean,40.643116,126.55244,181.27678,54.72434,44.46593,263.36329
Benign,4627.jpg,Green_Mean,25.269033,126.55244,181.27678,54.72434,44.46593,263.36329
Benign,5160.jpg,Green_Mean,38.171497,126.55244,181.27678,54.72434,44.46593,263.36329
Benign,5211.jpg,Green_Mean,22.726841,126.55244,181.27678,54.72434,44.46593,263.36329
Benign,2089.jpg,Blue_Mean,30.96889,122.02848,177.08153,55.053049999999985,39.448905000000025,259.66110499999996
Benign,2278.jpg,Blue_Mean,36.72979,122.02848,177.08153,55.053049999999985,39.448905000000025,259.66110499999996
Benign,2279.jpg,Blue_Mean,26.428213,122.02848,177.08153,55.053049999999985,39.448905000000025,259.66110499999996
Benign,2588.jpg,Blue_Mean,37.052593,122.02848,177.08153,55.053049999999985,39.448905000000025,259.66110499999996
Benign,3020.jpg,Blue_Mean,31.31852,122.02848,177.08153,55.053049999999985,39.448905000000025,259.66110499999996
Benign,3032.jpg,Blue_Mean,4.670839,122.02848,177.08153,55.053049999999985,39.448905000000025,259.66110499999996
Benign,3733.jpg,Blue_Mean,33.18192,122.02848,177.08153,55.053049999999985,39.448905000000025,259.66110499999996
Benign,3862.jpg,Blue_Mean,20.774832,122.02848,177.08153,55.053049999999985,39.448905000000025,259.66110499999996
Benign,4362.jpg,Blue_Mean,31.600567,122.02848,177.08153,55.053049999999985,39.448905000000025,259.66110499999996
Benign,4367.jpg,Blue_Mean,7.293467,122.02848,177.08153,55.053049999999985,39.448905000000025,259.66110499999996
Benign,4473.jpg,Blue_Mean,37.297253,122.02848,177.08153,55.053049999999985,39.448905000000025,259.66110499999996
Benign,4578.jpg,Blue_Mean,28.683853,122.02848,177.08153,55.053049999999985,39.448905000000025,259.66110499999996
Benign,4615.jpg,Blue_Mean,7.226204,122.02848,177.08153,55.053049999999985,39.448905000000025,259.66110499999996
Benign,4627.jpg,Blue_Mean,18.664103,122.02848,177.08153,55.053049999999985,39.448905000000025,259.66110499999996
Benign,4857.jpg,Blue_Mean,31.792332,122.02848,177.08153,55.053049999999985,39.448905000000025,259.66110499999996
Benign,4875.jpg,Blue_Mean,34.20452,122.02848,177.08153,55.053049999999985,39.448905000000025,259.66110499999996
Benign,5160.jpg,Blue_Mean,19.51981,122.02848,177.08153,55.053049999999985,39.448905000000025,259.66110499999996
Benign,5211.jpg,Blue_Mean,11.756776,122.02848,177.08153,55.053049999999985,39.448905000000025,259.66110499999996
Benign,5478.jpg,Blue_Mean,37.57328,122.02848,177.08153,55.053049999999985,39.448905000000025,259.66110499999996
Malignant,1028.jpg,Brightness_Mean,222.47855,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,1125.jpg,Brightness_Mean,33.612137,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,1245.jpg,Brightness_Mean,218.96233,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,1428.jpg,Brightness_Mean,63.62732,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,147.jpg,Brightness_Mean,213.7605,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,1553.jpg,Brightness_Mean,62.75603,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,1581.jpg,Brightness_Mean,43.554955,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,1584.jpg,Brightness_Mean,66.77913,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,1587.jpg,Brightness_Mean,58.729797,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,1593.jpg,Brightness_Mean,66.1249,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,1597.jpg,Brightness_Mean,62.65761,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,1626.jpg,Brightness_Mean,65.04952,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,1632.jpg,Brightness_Mean,52.437054,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,1634.jpg,Brightness_Mean,39.665817,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,1646.jpg,Brightness_Mean,58.02022,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,1647.jpg,Brightness_Mean,51.762436,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,1653.jpg,Brightness_Mean,68.24716,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,1663.jpg,Brightness_Mean,61.86091,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,1664.jpg,Brightness_Mean,61.485207,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,1676.jpg,Brightness_Mean,56.647533,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,1721.jpg,Brightness_Mean,61.490288,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,1728.jpg,Brightness_Mean,60.36625,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,1729.jpg,Brightness_Mean,63.970585,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,1733.jpg,Brightness_Mean,61.95581,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,1734.jpg,Brightness_Mean,60.985596,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,1755.jpg,Brightness_Mean,53.189648,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,1757.jpg,Brightness_Mean,54.94756,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,1763.jpg,Brightness_Mean,53.446968,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,1766.jpg,Brightness_Mean,59.86718,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,1774.jpg,Brightness_Mean,60.474392,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,1775.jpg,Brightness_Mean,52.989,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,1793.jpg,Brightness_Mean,52.255947,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,1799.jpg,Brightness_Mean,67.731026,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,1814.jpg,Brightness_Mean,52.021603,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,1839.jpg,Brightness_Mean,67.058464,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,1841.jpg,Brightness_Mean,55.94789,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,1846.jpg,Brightness_Mean,63.33703,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,1850.jpg,Brightness_Mean,52.919525,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,1863.jpg,Brightness_Mean,43.09902,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,1868.jpg,Brightness_Mean,65.57555,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,1871.jpg,Brightness_Mean,52.639576,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,1890.jpg,Brightness_Mean,56.97237,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,1891.jpg,Brightness_Mean,50.50258,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,1893.jpg,Brightness_Mean,54.168533,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,1899.jpg,Brightness_Mean,67.383415,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,1914.jpg,Brightness_Mean,58.660755,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,1925.jpg,Brightness_Mean,51.45894,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,1927.jpg,Brightness_Mean,60.764023,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,1931.jpg,Brightness_Mean,59.159126,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,1932.jpg,Brightness_Mean,63.201782,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,1942.jpg,Brightness_Mean,58.522343,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,1980.jpg,Brightness_Mean,213.93652,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,2128.jpg,Brightness_Mean,63.60742,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,2181.jpg,Brightness_Mean,215.0182,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,2288.jpg,Brightness_Mean,32.883324,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,2433.jpg,Brightness_Mean,220.70297,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,2474.jpg,Brightness_Mean,224.03476,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,2581.jpg,Brightness_Mean,221.25423,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,2647.jpg,Brightness_Mean,57.66753,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,2651.jpg,Brightness_Mean,52.505287,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,2664.jpg,Brightness_Mean,66.62935,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,2668.jpg,Brightness_Mean,61.775784,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,2678.jpg,Brightness_Mean,67.258446,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,2685.jpg,Brightness_Mean,38.746414,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,2686.jpg,Brightness_Mean,65.32977,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,2716.jpg,Brightness_Mean,55.010723,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,2745.jpg,Brightness_Mean,58.478363,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,2780.jpg,Brightness_Mean,55.03376,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,2781.jpg,Brightness_Mean,66.13121,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,2783.jpg,Brightness_Mean,67.28511,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,2797.jpg,Brightness_Mean,67.89429,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,2819.jpg,Brightness_Mean,61.677216,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,2837.jpg,Brightness_Mean,60.238754,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,2850.jpg,Brightness_Mean,57.797966,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,2863.jpg,Brightness_Mean,63.28578,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,2868.jpg,Brightness_Mean,52.46264,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,2870.jpg,Brightness_Mean,55.318287,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,2878.jpg,Brightness_Mean,49.811882,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,2881.jpg,Brightness_Mean,59.720535,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,2883.jpg,Brightness_Mean,68.86128,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,2891.jpg,Brightness_Mean,53.82049,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,29.jpg,Brightness_Mean,221.3703,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,2937.jpg,Brightness_Mean,61.45936,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,2952.jpg,Brightness_Mean,60.455116,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,2957.jpg,Brightness_Mean,56.432034,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,2975.jpg,Brightness_Mean,57.896164,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,2984.jpg,Brightness_Mean,55.234592,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,2990.jpg,Brightness_Mean,61.448063,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,2991.jpg,Brightness_Mean,57.229294,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,2997.jpg,Brightness_Mean,56.680725,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,3002.jpg,Brightness_Mean,48.09957,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,3023.jpg,Brightness_Mean,32.627686,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,3046.jpg,Brightness_Mean,55.730988,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,3050.jpg,Brightness_Mean,64.815674,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,3055.jpg,Brightness_Mean,63.399834,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,3083.jpg,Brightness_Mean,66.19544,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,3114.jpg,Brightness_Mean,54.275402,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,3117.jpg,Brightness_Mean,59.744186,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,3125.jpg,Brightness_Mean,55.11709,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,3141.jpg,Brightness_Mean,50.49644,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,3202.jpg,Brightness_Mean,49.521896,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,3203.jpg,Brightness_Mean,47.50398,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,3206.jpg,Brightness_Mean,60.736008,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,3208.jpg,Brightness_Mean,41.39858,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,3211.jpg,Brightness_Mean,59.66589,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,3216.jpg,Brightness_Mean,54.885975,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,3234.jpg,Brightness_Mean,64.18239,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,3235.jpg,Brightness_Mean,68.23392,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,3248.jpg,Brightness_Mean,65.91522,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,3283.jpg,Brightness_Mean,53.878654,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,3287.jpg,Brightness_Mean,68.18186,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,3291.jpg,Brightness_Mean,66.37986,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,3298.jpg,Brightness_Mean,59.43782,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,3303.jpg,Brightness_Mean,51.14247,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,3357.jpg,Brightness_Mean,65.91676,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,3363.jpg,Brightness_Mean,55.96671,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,3369.jpg,Brightness_Mean,58.424625,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,3383.jpg,Brightness_Mean,51.799606,123.36917,159.00376,35.63459,69.91728499999999,212.455645
